id,text,source,language,category
85,"صادق البرلمان الأردني على قانون الطاقة المتجددة وكفاءة الطاقة في ديسمبر 2023، والذي يلزم جميع المباني التجارية الجديدة بتركيب أنظمة تسخين المياه بالطاقة الشمسية. كما ينشئ القانون صندوقاً للتمويل الأخضر بقيمة 50 مليون دولار يُدار عبر البنك المركزي الأردني لدعم استثمارات القطاع الخاص في الطاقة النظيفة.",هيئة تنظيم قطاع الطاقة الأردنية,ar,policy
86,"أكد باحثون في معهد غودارد لدراسات الفضاء التابع لوكالة ناسا أن عام 2023 كان الأكثر حرارة على الإطلاق، حيث بلغ متوسط درجات الحرارة العالمية 1.48 درجة مئوية فوق خط الأساس للفترة 1850-1900. وساهمت ظاهرة النينو التي تطورت في منتصف 2023 في تضخيم اتجاهات الاحترار عبر جنوب أوروبا وشمال أفريقيا والشرق الأوسط.",مجلة نيتشر لتغير المناخ,ar,science
87,"كشفت دراسة نُشرت في مجلة ساينس أن الغطاء الجليدي في غرينلاند فقد حوالي 270 مليار طن من الجليد سنوياً بين عامي 2006 و2022. ويساهم هذا الفقدان بنحو 0.7 مليمتر سنوياً في ارتفاع مستوى سطح البحر العالمي. وقد تسارع معدل الفقدان بشكل ملحوظ منذ عام 2010.",مجلة ساينس,ar,science
88,"بلغ تركيز ثاني أكسيد الكربون في الغلاف الجوي 424 جزءاً في المليون في مايو 2024 وفقاً للإدارة الوطنية للمحيطات والغلاف الجوي. ويمثل هذا زيادة بنسبة 50% عن مستوى ما قبل الثورة الصناعية البالغ 280 جزءاً في المليون. ويستمر التركيز في الارتفاع رغم الجهود العالمية لخفض الانبعاثات.",التقرير المناخي للإدارة الوطنية للمحيطات,ar,science
89,"وثّق علماء الأحياء البحرية حدث ابيضاض مرجاني جماعي رابع في الحيد المرجاني العظيم خلال سبع سنوات في مارس 2024. وتجاوزت درجات حرارة المياه المتوسط الموسمي بدرجتين مئويتين لمدة 14 يوماً متتالياً. وأثر الابيضاض على 75% من المناطق المرجانية المدروسة.",نشرة الأبحاث البحرية,ar,science
90,"أظهرت دراسة نشرها معهد بوتسدام لأبحاث تأثير المناخ أن تجاوز عتبة 1.5 درجة مئوية قد يؤدي إلى سلسلة متتالية من نقاط التحول المناخية، تشمل انهيار الغطاء الجليدي في غرينلاند وغرب القارة القطبية الجنوبية، وموت الشعاب المرجانية الاستوائية، وذوبان التربة الصقيعية في سيبيريا.",مجلة ساينس,ar,science
91,"سجلت المنظمة العالمية للأرصاد الجوية ارتفاعاً في مستوى سطح البحر العالمي بمقدار 4.5 مليمتر في عام 2023، وهو أعلى ارتفاع سنوي منذ بدء القياسات بالأقمار الاصطناعية في 1993. ويعود 40% من الارتفاع إلى التمدد الحراري لمياه المحيطات، بينما يساهم ذوبان الأنهار الجليدية والصفائح الجليدية في النسبة المتبقية.",تقرير حالة المناخ العالمي,ar,science
92,"أظهرت بيانات القمر الاصطناعي كوبرنيكوس أن سبتمبر 2023 كان أكثر دفئاً بمقدار 1.75 درجة مئوية من متوسط ما قبل الثورة الصناعية. ودُفعت هذه الحالة الشاذة بمزيج من ظاهرة النينو وانخفاض غبار الصحراء الكبرى وتراجع مساحة الجليد البحري في القارة القطبية الجنوبية إلى مستويات قياسية.",نشرة كوبرنيكوس المناخية,ar,science
93,"قدّر مشروع الكربون العالمي أن إجمالي انبعاثات ثاني أكسيد الكربون من الوقود الأحفوري والصناعة بلغ 36.8 مليار طن في عام 2023. وارتفعت انبعاثات الفحم بنسبة 1.0% لتصل إلى 15.5 مليار طن، بينما زادت انبعاثات النفط بنسبة 1.5%. وشكّلت الهند والصين أكبر زيادات مطلقة في الانبعاثات.",مشروع الكربون العالمي,ar,science
94,"فقد البحر الميت نحو ثلث مساحته السطحية منذ عام 1960، حيث ينخفض مستوى المياه بأكثر من متر واحد سنوياً. وأدى تغير المناخ وتقلص هطول الأمطار وتحويل مياه نهر الأردن للزراعة إلى تسارع هذا التدهور. وظهر أكثر من 7000 حفرة انهدامية على طول الشاطئ المتراجع، مما ألحق أضراراً بالطرق والمزارع والمنشآت السياحية.",تقرير البيئة في منطقة الشرق الأوسط وشمال أفريقيا,ar,impact
95,"شهدت عمّان صيفها الأكثر حرارة على الإطلاق في عام 2023، حيث تجاوزت درجات الحرارة 40 درجة مئوية في 18 يوماً منفصلاً بين يونيو وأغسطس. وأفادت دائرة الأرصاد الجوية الأردنية أن متوسط درجات حرارة الصيف ارتفع بمقدار 2.1 درجة مئوية منذ عام 1970. وزادت حالات الدخول إلى المستشفيات بسبب الحرارة بنسبة 35%.",جريدة الأردن تايمز,ar,impact
96,"يُصنّف الأردن من أكثر البلدان شحاً في المياه عالمياً، حيث يبلغ نصيب الفرد من المياه المتاحة نحو 80 متراً مكعباً سنوياً، وهو أقل بكثير من عتبة الشح المطلق البالغة 500 متر مكعب. ويهدد الجمع بين انخفاض الهطول وتزايد السكان وارتفاع درجات الحرارة الإنتاج الزراعي في وادي الأردن.",جريدة الأردن تايمز,ar,impact
97,"تسببت الفيضانات المفاجئة في درنة بليبيا في سبتمبر 2023 في مقتل أكثر من 11,000 شخص وتشريد 40,000 آخرين عندما أدت العاصفة دانيال إلى انهيار سدين. وقُدرت كمية الأمطار بنحو 414 مليمتراً في 24 ساعة، وهو ما يتجاوز بكثير المعدل السنوي البالغ 270 مليمتراً.",تقرير إسناد الطقس العالمي,ar,impact
98,"حذّر تقرير الهيئة الحكومية الدولية المعنية بتغير المناخ من أن تغير المناخ قد خفض نمو الإنتاجية الزراعية العالمية بنسبة 21% منذ عام 1961. ومن المتوقع أن ينخفض إنتاج القمح في جنوب آسيا وإنتاج الذرة في أفريقيا جنوب الصحراء بنسبة 10-25% في ظل ارتفاع الحرارة بدرجتين مئويتين.",ملخص تقرير الهيئة الحكومية الدولية,ar,impact
99,"ازدادت العواصف الرملية القادمة من الصحراء الكبرى بنسبة 25% منذ عام 2000. وتحمل هذه العواصف جسيمات دقيقة عبر البحر الأبيض المتوسط إلى جنوب أوروبا، مما يسبب أزمات صحية في الجهاز التنفسي ويقلل كفاءة الألواح الشمسية بنسبة تصل إلى 30%. وفي مارس 2024، وصلت رواسب الغبار إلى شمال الدول الإسكندنافية.",نشرة أبحاث المناخ الأفريقي,ar,impact
100,"تواجه دول جزر المحيط الهادئ بما فيها توفالو وكيريباتي وجزر مارشال تهديدات وجودية بسبب ارتفاع مستوى سطح البحر. وبمعدلات الارتفاع الحالية، قد تُغمر 50% من مساحة جزر مارشال بحلول عام 2100. وأعلى نقطة في الجزر لا تتجاوز مترين فوق مستوى سطح البحر.",تقرير منتدى جزر المحيط الهادئ,ar,impact
101,"تدهورت جودة الهواء في عمّان بشكل كبير خلال موجة الحر الصيفية لعام 2023، حيث تجاوز تركيز الجسيمات الدقيقة 75 ميكروغراماً لكل متر مكعب في 12 يوماً، وهو ثلاثة أضعاف المعيار التوجيهي لمنظمة الصحة العالمية البالغ 25 ميكروغراماً. وأصدرت وزارة الصحة تحذيرات للأطفال وكبار السن.",جريدة الأردن تايمز,ar,impact
102,"التهمت حرائق الغابات في حوض البحر الأبيض المتوسط صيف 2023 أكثر من 400,000 هكتار في اليونان وتركيا والجزائر وتونس. وتجاوزت درجات الحرارة 48 درجة مئوية في صقلية مسجلة رقماً قياسياً أوروبياً جديداً. وأدت الحرائق إلى تشريد أكثر من 20,000 شخص وتسببت في أضرار تقدر بنحو 3.5 مليار دولار.",مرصد مناخ البحر الأبيض المتوسط,ar,impact
103,"افتتحت المملكة الأردنية الهاشمية محطة طاقة شمسية بقدرة 200 ميغاواط في المفرق في يناير 2024، ليصل إجمالي قدرة الطاقة المتجددة في البلاد إلى 2,400 ميغاواط. ويهدف الأردن إلى توليد 50% من الكهرباء من مصادر متجددة بحلول عام 2030. وتوفر المحطة الكهرباء لنحو 110,000 أسرة.",جريدة الأردن تايمز,ar,adaptation
104,"أطلقت مدينة عمّان خطة العمل المناخي في عام 2021 بهدف خفض انبعاثات غازات الاحتباس الحراري البلدية بنسبة 40% بحلول عام 2030. وتشمل المبادرات الرئيسية نظام حافلات النقل السريع الذي يخدم 300,000 راكب يومياً، و25,000 تركيب للطاقة الشمسية على الأسطح، ومعايير كفاءة الطاقة في المباني.",تقرير أمانة عمّان المناخي,ar,adaptation
105,"يوفر مشروع نقل مياه الديسي في الأردن 100 مليون متر مكعب من المياه سنوياً إلى عمّان والعقبة. غير أن الخزان الجوفي مورد مائي أحفوري غير متجدد، ومعدلات الاستخراج الحالية ستستنفده خلال 50 عاماً. وتستثمر الحكومة حالياً في تحلية المياه وإعادة تدوير المياه العادمة كبدائل طويلة الأمد.",تقرير سلطة المياه الأردنية,ar,adaptation
106,"حققت كوستاريكا نسبة 99.5% من توليد الكهرباء من مصادر متجددة في عام 2023، مستفيدة من الطاقة الكهرومائية والحرارية الأرضية وطاقة الرياح والطاقة الشمسية. وتستهدف الخطة الوطنية لإزالة الكربون الوصول إلى صافي انبعاثات صفري بحلول عام 2050.",ملخص مناخ أمريكا الوسطى,ar,adaptation
107,"تهدف مبادرة بنك التنمية الأفريقي 'من الصحراء إلى الطاقة' إلى تركيب 10 غيغاواط من الطاقة الشمسية عبر 11 دولة في منطقة الساحل بحلول عام 2030. وحتى عام 2024، تم تركيب 3.2 غيغاواط. ويشمل البرنامج أنظمة طاقة شمسية موزعة للعيادات الصحية والمدارس الريفية.",تقرير بنك التنمية الأفريقي,ar,adaptation
108,"أنشأ مخيم الأزرق للاجئين في الأردن أول محطة طاقة شمسية في مخيم للاجئين في العالم بقدرة 12.9 ميغاواط عام 2017 بتمويل من المفوضية السامية للأمم المتحدة لشؤون اللاجئين ومؤسسة ايكيا. وتوفر المحطة 5.5 مليون دولار سنوياً وتمد سكان المخيم البالغ عددهم 43,000 لاجئ بالكهرباء لمدة 14 ساعة يومياً.",تقرير الابتكار للمفوضية السامية,ar,adaptation
109,"طوّرت هولندا برنامج 'مساحة للنهر' الذي أعاد تصميم 34 موقعاً على طول أنهار الراين والموز وإيسل لاستيعاب مستويات مياه أعلى. وبدلاً من رفع السدود، خفض البرنامج مستوى السهول الفيضية وأنشأ مناطق لتخزين المياه. وأصبح النهج نموذجاً لإدارة الفيضانات القائمة على الطبيعة في أوروبا.",دراسات حالة التكيف الأوروبية,ar,adaptation
110,"يُعد مجمع نور ورزازات للطاقة الشمسية المركزة في المغرب من أكبر المحطات في العالم بقدرة 580 ميغاواط. ويستخدم تخزين الملح المصهور لتوليد الكهرباء لمدة 7 ساعات بعد غروب الشمس. وتبلغ تكلفة المرفق 2.5 مليار دولار ويقلل انبعاثات المغرب من ثاني أكسيد الكربون بمقدار 760,000 طن سنوياً.",تقرير البيئة في منطقة الشرق الأوسط وشمال أفريقيا,ar,adaptation
111,"تتضمن استراتيجية التكيف الوطنية لسنغافورة استثماراً بقيمة 72 مليار دولار على مدى 100 عام في البنية التحتية لحماية السواحل. وتخطط المدينة لرفع مستوى الأراضي بما يصل إلى 4 أمتار في المناطق المنخفضة وبناء شبكة من الجدران البحرية وبوابات المد.",خطة التكيف المناخي لسنغافورة,ar,adaptation
112,"أعطت خطة التكيف الوطنية المصرية الأولوية لدلتا النيل، حيث تواجه 50% من الأراضي الزراعية تسرب المياه المالحة بسبب ارتفاع مستوى سطح البحر. وتشمل الخطة استثماراً بقيمة 3.5 مليار دولار في حواجز ساحلية مرتفعة وأنظمة صرف محسنة وأصناف محاصيل مقاومة للملوحة.",خطة التكيف الوطنية المصرية,ar,adaptation
113,"زرعت مبادرة السور الأخضر العظيم في كينيا أكثر من 15 مليون شجرة على طول ممر بطول 400 كيلومتر في المنطقة الجافة شمال البلاد منذ عام 2020. ويوظف المشروع 12,000 فرد من المجتمعات المحلية وأعاد تأهيل 5,000 هكتار من الأراضي المتدهورة.",مرصد الاستصلاح التابع لمنظمة الأغذية والزراعة,ar,adaptation
114,"أطلقت مدينة المدينة المنورة مبادرة التبريد الحضري في عام 2023 باستخدام أسطح طرق عاكسة وتوسيع الغطاء الشجري. ويستهدف المشروع خفض درجات حرارة السطح بمقدار 3 درجات مئوية في منطقة الحج المركزية بحلول عام 2027. وتخصص المملكة العربية السعودية ملياري دولار للتخفيف من الحرارة في المدن.",تقرير البيئة في منطقة الشرق الأوسط وشمال أفريقيا,ar,adaptation
115,"أظهرت دراسة نُشرت في مجلة نيتشر كوميونيكيشنز أن القطب الشمالي قد يشهد أول صيف خالٍ من الجليد في وقت مبكر من ثلاثينيات هذا القرن. واستخدم الباحثون نماذج التعلم الآلي المدربة على 40 عاماً من بيانات الأقمار الاصطناعية ووجدوا أنه حتى في ظل سيناريوهات خفض الانبعاثات الطموحة، فإن ظروف انعدام الجليد مرجحة قبل عام 2050.",مجلة نيتشر كوميونيكيشنز,ar,science
116,"بلغ تركيز الميثان في الغلاف الجوي 1,923 جزءاً في المليار في عام 2023، أي أكثر من 2.5 ضعف مستوى ما قبل الثورة الصناعية البالغ 722 جزءاً في المليار. ومن المتوقع أن تحدد بيانات القمر الاصطناعي ميثان سات الذي أُطلق في مارس 2024 مصادر انبعاثات الميثان من منشآت النفط والغاز الفردية حول العالم.",التقرير المناخي للإدارة الوطنية للمحيطات,ar,science
117,"بلغت الخسائر الاقتصادية الناجمة عن الكوارث المناخية في الشرق الأوسط وشمال أفريقيا 14.7 مليار دولار في عام 2023. وشملت الأضرار الفيضانات في ليبيا والجفاف في العراق وسوريا والعواصف الرملية التي عطلت النقل الجوي في الخليج العربي. وحذر خبراء التأمين من أن تكاليف المخاطر المناخية في المنطقة تتضاعف كل عقد.",تقرير المخاطر المناخية الإقليمي,ar,impact
118,"يهدد تغير المناخ قطاع الزراعة في الأردن الذي يعتمد على مياه الأمطار بنسبة 85%. وانخفض هطول الأمطار السنوي بنسبة 15% منذ عام 1990 بينما ارتفعت معدلات التبخر بسبب ارتفاع درجات الحرارة. ويواجه المزارعون في وادي الأردن صعوبات متزايدة في زراعة المحاصيل التقليدية كالزيتون والطماطم.",تقرير وزارة الزراعة الأردنية,ar,impact
119,"وثّق تقرير صندوق المناخ الأخضر الموافقة على 1.2 مليار دولار من التمويل الجديد للمشاريع في أكتوبر 2023. وتشمل المشاريع المعتمدة برنامج مرونة السواحل في بنغلاديش بقيمة 150 مليون دولار ومشروع أمن المياه في الأردن بقيمة 45 مليون دولار. وقد التزم الصندوق بأكثر من 12 مليار دولار منذ تأسيسه.",نشرة صندوق المناخ الأخضر,ar,policy
120,"أفاد المركز الوطني للثلوج والجليد أن مساحة الجليد البحري في القطب الشمالي بلغت سادس أدنى مستوى مسجل في سبتمبر 2023. ولاحظ العلماء أن أدنى 15 مساحة للجليد البحري في القطب الشمالي حدثت جميعها في السنوات الخمس عشرة الأخيرة، مما يشير إلى اتجاه واضح نحو التراجع المتسارع.",نشرة أبحاث القطب الشمالي,ar,science
121,"أسهم برنامج بنغلاديش للتأهب للأعاصير في خفض معدل الوفيات الناجمة عن الأعاصير بنسبة تزيد عن 99% رغم تزايد شدة العواصف. ويضم البرنامج 76,000 متطوع مدرب و4,000 ملجأ خرساني ونظام إنذار مبكر يصل إلى 35 مليون شخص على السواحل. وتبلغ التكلفة السنوية 12 دولاراً للفرد.",مركز الصليب الأحمر للمناخ,ar,adaptation
122,"أعلنت المملكة العربية السعودية ضمن رؤية 2030 عن هدف توليد 50% من الكهرباء من مصادر متجددة، مدعوماً بمشروع نيوم بقيمة 500 مليار دولار ومحطة سدير للطاقة الشمسية بقدرة 2,600 ميغاواط. وتخطط المملكة لخفض انبعاثاتها الكربونية بمقدار 278 مليون طن سنوياً بحلول عام 2030 من خلال مبادرة السعودية الخضراء.",تقرير البيئة في منطقة الشرق الأوسط وشمال أفريقيا,ar,policy
123,"The United Nations Environment Programme released its 2023 Global Methane Assessment, finding that human-caused methane emissions could be reduced by 45% by 2030 using available technologies at a net benefit. The assessment identified oil and gas operations, agriculture, and waste management as the three largest sources. UNEP estimates that achieving this reduction would avoid 0.3 degrees of warming by mid-century.",UNEP Methane Assessment,en,science
124,"The International Maritime Organization adopted a revised greenhouse gas strategy in July 2023, committing the global shipping industry to reach net-zero emissions by or around 2050. The previous target was a 50% reduction. Shipping accounts for approximately 3% of global CO2 emissions. The strategy includes indicative checkpoints of 20% emission reduction by 2030 and 70% by 2040 compared to 2008 levels.",IMO Climate Strategy,en,policy
125,"A study in Nature Food found that the global food system is responsible for approximately 34% of all human-caused greenhouse gas emissions, with livestock production alone accounting for 14.5%. The study analyzed emissions across the entire supply chain from land use and farming to processing, transport, and retail. Shifting global diets toward plant-based foods could reduce food-related emissions by up to 70%.",Nature Food,en,science
126,"The World Resources Institute reported that global tree cover loss reached 22.8 million hectares in 2023, equivalent to losing a football field of forest every 5 seconds. Tropical primary forest loss accounted for 3.7 million hectares, with Brazil, the Democratic Republic of Congo, and Bolivia experiencing the greatest losses. Forest fires driven by drought conditions accounted for an increasing share of total loss.",World Resources Institute,en,impact
127,"Jordan's Ministry of Water and Irrigation launched the National Water Strategy 2023-2040, targeting a 25% reduction in non-revenue water losses and a 40% increase in treated wastewater reuse for agriculture. The strategy addresses the critical gap between supply and demand, currently at 400 million cubic meters annually. International donors including the World Bank, USAID, and the German development agency KfW have pledged $1.8 billion in support.",Jordan Water Strategy Report,en,adaptation
128,"The Global Covenant of Mayors for Climate and Energy, representing over 12,500 cities and 1 billion people, reported that municipal climate action plans could reduce urban emissions by 32% by 2030. Cities account for approximately 70% of global CO2 emissions. The covenant's members have committed to developing resilience strategies and increasing renewable energy deployment at the local level.",Global Covenant of Mayors,en,policy
129,"Climate change has altered precipitation patterns across the Middle East, with winter rainfall declining by 10-20% since 1960 while extreme precipitation events have become more frequent and intense. A study published in Earth's Future found that the probability of drought in the Eastern Mediterranean has increased by a factor of 3.5 since 1900. The region is projected to become 20% drier by 2050 under current emission trajectories.",Earth's Future Journal,en,science
130,"The Asian Development Bank committed $100 billion in cumulative climate finance for the 2019-2030 period, with a focus on adaptation projects in South and Southeast Asia. Priority areas include climate-resilient infrastructure, sustainable agriculture, and disaster risk reduction. The bank approved a $250 million loan to Pakistan for post-flood reconstruction and a $180 million program for climate-smart irrigation in India's Ganges basin.",Asian Development Bank Report,en,policy
131,"Permafrost degradation in the Tibetan Plateau is destabilizing infrastructure across 1.5 million square kilometers, threatening roads, railways, and buildings. The Qinghai-Tibet Railway, completed in 2006, required innovative engineering solutions including thermosiphons and elevated tracks to manage ground ice. Average ground temperatures have risen by 0.5 degrees Celsius per decade since 1980, and 40% of permafrost areas are projected to thaw by 2100.",Cryosphere Science Review,en,science
132,"The European Investment Bank approved 36 billion euros in climate and environmental sustainability financing in 2023, representing 58% of its total lending. Major projects include a 4.5 billion euro offshore wind farm in the North Sea, a 2 billion euro railway electrification project in Poland, and a 500 million euro green hydrogen production facility in Spain. The bank aims to mobilize 1 trillion euros in green investment by 2030.",European Investment Bank Annual Report,en,policy
133,"A groundbreaking study using environmental DNA sampling in the Dead Sea revealed that microbial communities in the hypersaline lake have declined by 60% since 1990. Researchers from the University of Jordan and the Helmholtz Centre for Environmental Research found that decreasing water levels concentrate minerals to levels toxic even for extremophile organisms. The Dead Sea's salinity has increased from 31.5% to 34.2% in three decades.",Dead Sea Research Centre,en,science
134,"Indonesia's mangrove restoration program, the world's largest, targets rehabilitation of 600,000 hectares of degraded mangrove forests by 2025. Mangroves sequester carbon at rates 3 to 5 times higher than terrestrial forests and protect coastal communities from storm surge and erosion. As of 2024, 130,000 hectares have been restored through community-based planting programs supported by FAO and the Asian Development Bank.",FAO Mangrove Report,en,adaptation
135,"تكشف البيانات الحديثة أن منطقة الشرق الأوسط وشمال أفريقيا تسجل معدلات احترار تفوق المتوسط العالمي بمقدار الضعف. وارتفعت درجات الحرارة في المنطقة بمقدار 1.5 درجة مئوية منذ عصر ما قبل الصناعة، مقارنة بالمتوسط العالمي البالغ 1.1 درجة. وتحذر الدراسات من أن أجزاء من الخليج العربي قد تصبح غير صالحة للسكن البشري بحلول نهاية القرن.",تقرير المناخ الإقليمي,ar,science
136,"أعلن البنك الأوروبي لإعادة الإعمار والتنمية عن تمويل بقيمة 500 مليون دولار لمشاريع الطاقة المتجددة في الأردن وتونس والمغرب. وتشمل المشاريع محطات طاقة شمسية ومزارع رياح وأنظمة تخزين بالبطاريات. ويهدف البنك إلى دعم تحول الطاقة في منطقة جنوب وشرق المتوسط.",تقرير البنك الأوروبي لإعادة الإعمار والتنمية,ar,adaptation
137,"The Global Commission on Adaptation estimated that investing $1.8 trillion in climate adaptation between 2020 and 2030 across five priority areas — early warning systems, climate-resilient infrastructure, improved dryland agriculture, mangrove protection, and water resource management — could generate $7.1 trillion in net benefits. The commission was co-chaired by Ban Ki-moon and Bill Gates.",Global Commission on Adaptation,en,adaptation
138,"Scientists from the Alfred Wegener Institute published evidence in Nature Climate Change that the rate of Antarctic ice loss tripled between 2012 and 2022 compared to the previous decade. The Thwaites Glacier, nicknamed the Doomsday Glacier, is retreating at a rate of 2 kilometers per year and holds enough ice to raise global sea levels by 65 centimeters. Complete collapse could destabilize the entire West Antarctic Ice Sheet.",Nature Climate Change,en,science
139,"The Jordan River, once flowing at 1.3 billion cubic meters annually, now carries less than 100 million cubic meters — a 93% reduction. Water diversion by Israel, Jordan, and Syria for agriculture and municipal supply has reduced the river to a fraction of its historical volume. Environmental organizations including Friends of the Earth Middle East have called for a regional water-sharing agreement to restore minimum ecological flows.",Jordan River Basin Report,en,impact
140,"Kenya deployed Africa's largest geothermal power plant at Olkaria in the Great Rift Valley, generating 863 megawatts and providing 45% of the country's electricity. The plant operates at 95% capacity factor, far exceeding solar and wind reliability. Kenya plans to expand geothermal capacity to 5,000 megawatts by 2030. The development is supported by the African Union and the Japan International Cooperation Agency.",African Energy Review,en,adaptation
141,"أظهرت دراسة أجراها باحثون من جامعة الأردن أن مستويات المياه الجوفية في حوض عمّان-الزرقاء انخفضت بمعدل 1.5 متر سنوياً خلال العقد الماضي. ويعاني الحوض من استخراج يفوق معدل التغذية الطبيعية بنسبة 160%. وحذّر الباحثون من أن استمرار الاستخراج بهذه المعدلات سيؤدي إلى استنفاد الخزان الجوفي بالكامل خلال 30 عاماً.",تقرير المياه الجوفية الأردني,ar,impact
142,"The IPCC's Working Group III report on climate change mitigation identifies the buildings and construction sector as responsible for 21% of global greenhouse gas emissions. The report recommends zero-carbon building standards for all new construction by 2030 and deep retrofits of existing buildings at a rate of 2-3% per year. Passive house design can reduce heating and cooling energy demand by 75-90% compared to conventional construction.",IPCC Summary,en,science
143,"In December 2023, the United Nations designated 2025 as the International Year of Glaciers, recognizing the critical role glaciers play in freshwater supply, ecosystem services, and climate regulation. Over 200 million people depend directly on glacial meltwater for drinking water and agriculture. The Hindu Kush Himalayan region, sometimes called the Third Pole, supplies water to ten major river systems across Asia.",UN General Assembly Resolution,en,policy
144,"The Red Sea coral reefs, among the most heat-resistant in the world, face growing threats from coastal development and pollution despite their unique thermal tolerance. Research published in Science Advances found that corals in the Gulf of Aqaba can withstand temperatures 4-5 degrees Celsius above their current maximum, making them potential genetic resources for reef restoration. Jordan and Saudi Arabia have established marine protected areas along their Red Sea coasts.",Science Advances,en,science
145,"رصد علماء المناخ تغيرات كبيرة في أنماط هطول الأمطار فوق منطقة حوض البحر الأبيض المتوسط خلال العقود الأربعة الأخيرة. وانخفض معدل الهطول الشتوي بنسبة 15-20% في معظم دول المنطقة، بينما ازدادت حدة وتواتر الأمطار الغزيرة المفاجئة. ويتوقع الباحثون أن تصبح المنطقة أكثر جفافاً بنسبة 20% بحلول عام 2050.",مجلة مستقبل الأرض,ar,science
146,"أطلقت الحكومة الأردنية برنامجاً وطنياً لترشيد استهلاك المياه في القطاع الزراعي يستهدف تحويل 50,000 دونم من الري بالغمر إلى الري بالتنقيط بحلول عام 2028. ويموّل البرنامج البنك الدولي بقيمة 85 مليون دولار. ومن المتوقع أن يوفر البرنامج 40 مليون متر مكعب من المياه سنوياً.",تقرير وزارة المياه والري الأردنية,ar,adaptation
147,"The World Glacier Monitoring Service documented that the average glacier thickness worldwide decreased by over 1 meter in 2023, the largest single-year loss on record. Swiss glaciers alone lost 10% of their remaining volume in the past two years. The Aletsch Glacier, the largest in the Alps, has retreated by 3 kilometers since 1900 and is projected to lose 80% of its current volume by 2100.",World Glacier Monitoring Service,en,science
148,"Climate-smart agriculture practices in the Jordan Valley have demonstrated yield improvements of 15-30% while reducing water consumption by 40%. Techniques include deficit irrigation scheduling using soil moisture sensors, mulching with recycled organic matter, and intercropping drought-resistant varieties. The FAO and the Jordanian Ministry of Agriculture are scaling these practices to reach 10,000 farming households by 2026.",FAO Jordan Field Report,en,adaptation
149,"أصدرت الوكالة الدولية للطاقة المتجددة تقريرها السنوي مؤكدة أن تكلفة الطاقة الشمسية انخفضت بنسبة 89% خلال الفترة من 2010 إلى 2023، مما جعلها أرخص مصدر للكهرباء في معظم دول العالم. وبلغت القدرة العالمية المركبة للطاقة الشمسية 1,500 غيغاواط بنهاية 2023. وتتصدر الصين والولايات المتحدة والهند قائمة أكبر المنتجين.",تقرير الوكالة الدولية للطاقة المتجددة,ar,adaptation
150,"حذّرت دراسة دولية مشتركة من أن ارتفاع مستوى سطح البحر يهدد 800 مليون شخص يعيشون في مناطق ساحلية منخفضة الارتفاع حول العالم. وتشمل المدن الأكثر عرضة للخطر جاكرتا وبانكوك ومومباي والإسكندرية وميامي. ويقدر الباحثون أن تكاليف الحماية الساحلية ستتجاوز 71 مليار دولار سنوياً بحلول عام 2050.",تقرير المخاطر الساحلية العالمي,ar,impact
151,"A landmark ruling by the International Court of Justice in March 2024 established that nations have a legal obligation to prevent transboundary harm from greenhouse gas emissions. The advisory opinion, requested by Vanuatu and supported by over 130 countries, does not create enforceable mandates but strengthens the legal basis for climate litigation worldwide. Over 2,300 climate lawsuits are currently active across 65 countries.",International Court of Justice Advisory,en,policy
152,"Floating solar photovoltaic installations have emerged as a solution for land-scarce and water-stressed regions. The technology reduces evaporation from reservoirs by up to 90% while generating clean electricity. Jordan's Water Authority is evaluating a 20-megawatt floating solar installation on the King Talal Dam reservoir, which could simultaneously reduce evaporation losses of 8 million cubic meters per year and power nearby pumping stations.",Renewable Energy Technology Review,en,adaptation
153,"أنشأت المملكة الأردنية الهاشمية أكبر محمية طبيعية للأراضي الرطبة في المنطقة في محمية الأزرق المائية، بالتعاون مع الجمعية الملكية لحماية الطبيعة. وتعمل المحمية على استعادة النظام البيئي للواحة التي كانت مهددة بالجفاف التام بسبب الضخ المفرط للمياه الجوفية. ونجحت جهود الترميم في رفع مستوى المياه بمقدار 1.5 متر منذ عام 2018.",تقرير الجمعية الملكية لحماية الطبيعة,ar,adaptation
154,"The Global Adaptation Finance Tracker reports that only 7% of climate finance reaches local communities and indigenous groups who are on the front lines of climate impacts. The Climate Justice Alliance argues that adaptation funding must be decolonized, with decision-making authority shifted to affected communities. Successful community-led adaptation projects in Bangladesh, Kenya, and Pacific Island nations demonstrate higher cost-effectiveness than top-down approaches.",Climate Justice Alliance Report,en,policy
155,"Researchers at the King Abdullah University of Science and Technology in Saudi Arabia have developed salt-tolerant crop varieties using CRISPR gene editing, targeting tomatoes, rice, and wheat suitable for irrigation with brackish water. Field trials in the Tabuk region demonstrated 85% of normal yields using water with salinity levels three times higher than conventional crops can tolerate. The technology could transform agriculture in the Middle East.",KAUST Agricultural Research,en,science
156,"أكد تقرير حديث للبنك الدولي أن تغير المناخ قد يدفع 132 مليون شخص إضافي نحو الفقر المدقع بحلول عام 2030. وتتركز المخاطر في أفريقيا جنوب الصحراء وجنوب آسيا والمنطقة العربية. ويوصي التقرير بزيادة الاستثمار في شبكات الحماية الاجتماعية وبرامج التكيف المجتمعي للفئات الأكثر هشاشة.",تقرير البنك الدولي عن الفقر والمناخ,ar,impact
